id,cost,elapsed_min,velocity_scene1,velocity_scene2,velocity_scene4,velocity_scene_wheel,cost_scene1,cost_scene2,cost_scene4,cost_scene_wheel,velocity_scene1_f10,velocity_scene1_f20,velocity_scene1_f30,velocity_scene1_f50,velocity_scene2_f10,velocity_scene2_f20,velocity_scene2_f30,velocity_scene2_f50,velocity_scene4_f10,velocity_scene4_f20,velocity_scene4_f30,velocity_scene4_f50,velocity_scene_wheel_f10,velocity_scene_wheel_f20,velocity_scene_wheel_f30,cost_scene1_f10,cost_scene1_f20,cost_scene1_f30,cost_scene1_f50,cost_scene2_f10,cost_scene2_f20,cost_scene2_f30,cost_scene2_f50,cost_scene4_f10,cost_scene4_f20,cost_scene4_f30,cost_scene4_f50,cost_scene_wheel_f10,cost_scene_wheel_f20,cost_scene_wheel_f30,lateral_scene1_f10,lateral_scene1_f20,lateral_scene1_f30,lateral_scene1_f50,lateral_scene2_f10,lateral_scene2_f20,lateral_scene2_f30,lateral_scene2_f50,lateral_scene4_f10,lateral_scene4_f20,lateral_scene4_f30,lateral_scene4_f50,lateral_scene_wheel_f10,lateral_scene_wheel_f20,lateral_scene_wheel_f30,tumble_scene1_f10,tumble_scene1_f20,tumble_scene1_f30,tumble_scene1_f50,tumble_scene2_f10,tumble_scene2_f20,tumble_scene2_f30,tumble_scene2_f50,tumble_scene4_f10,tumble_scene4_f20,tumble_scene4_f30,tumble_scene4_f50,tumble_scene_wheel_f10,tumble_scene_wheel_f20,tumble_scene_wheel_f30,yaw_scene1_f10,yaw_scene1_f20,yaw_scene1_f30,yaw_scene1_f50,yaw_scene2_f10,yaw_scene2_f20,yaw_scene2_f30,yaw_scene2_f50,yaw_scene4_f10,yaw_scene4_f20,yaw_scene4_f30,yaw_scene4_f50,yaw_scene_wheel_f10,yaw_scene_wheel_f20,yaw_scene_wheel_f30,pitch_rms_scene1_f10,pitch_rms_scene1_f20,pitch_rms_scene1_f30,pitch_rms_scene1_f50,pitch_rms_scene2_f10,pitch_rms_scene2_f20,pitch_rms_scene2_f30,pitch_rms_scene2_f50,pitch_rms_scene4_f10,pitch_rms_scene4_f20,pitch_rms_scene4_f30,pitch_rms_scene4_f50,pitch_rms_scene_wheel_f10,pitch_rms_scene_wheel_f20,pitch_rms_scene_wheel_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
60fed69a,27.6778544847601,0.8,0.055519935787902035,0.054052658861608455,0.11361265382908182,0.10750215093117399,9.35961202192253,8.279653231467112,4.617964892452262,5.369542541301472,0.008439742055234364,0.042079732154960435,0.06348048658845072,0.10807978235296263,0.03473700465570733,0.05098135759134064,0.04596002797232183,0.08453224522706403,0.0668095692712134,0.09777328260100147,0.12849541392669614,0.1613723495174163,0.10248743486292992,0.09740873558642997,0.12261028234416209,3.487475851597003,2.5648790919921174,2.6014250914274144,0.7058319869059938,1.6966400322118473,1.50884430525721,2.76894860468556,2.3052202893124933,0.816207330707402,1.099573103052365,1.4163726192377395,1.2858118394547549,0.40414853968884995,2.3219571107512196,2.6434368908614028,0.00030021309696910437,0.0036418132651435185,0.0083491435023281,0.015216712761167228,0.0059853062995755425,0.00698814254418288,0.010398353014542122,0.008355952435494725,0.00115244824777503,0.005080987884550027,0.010578620466762155,0.00832813981554677,0.00042459423062935126,0.0009146241387668244,0.0014246947661234292,0.0,0.0,0.09278368627398625,0.061062008308216044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8087784599605292,0.9487011818218926,175.60755783452396,30.239316872292406,1.4264274148568294,1.9434642854144968,5.132571334710546,10.008855350717575,1.5252965627519064,3.5260134304224273,4.248385183822064,1.936150249310472,1.6978788810196026,1.0633105260136284,0.6129630993365992,2.7646965536851824,17.25967508856176,24.131674564115727,17.552207231665786,11.368496827883236,12.135186735562252,10.249834286923662,6.851246662365385,1.7282107399730975,2.1838260792209945,2.2399353874426784,2.8380665175835285,0.14933782777349106,0.3059833884213156,0.36809063815250465,0.03169538249300337,0.004375135629825458,7.713803233606348e-06,0.0035156374800189823,2.5472609195715963,0.4917366054014061,0.05381637556096498,0.0002111407346512947,0.4860491351949931,4.588276066863649,0.5174755472891538,1.2917932556340967,6.887966812720007e-10,29.59333453611364,3.7521719984271254e-05,0.003688862115971342,0.5190841174914589
41f62cb5,47.5848281580092,0.8,0.011358218114586146,0.06329515335371423,0.03448627574229574,0.12494113877291753,16.437561155989272,6.69454906907562,18.34213318048102,5.8563860019897245,0.008419297343461134,0.018522488503843845,0.016038972222579332,0.0024521143884602727,0.06867774654353836,0.044368161959835006,0.05791729024627484,0.0822174146652087,-0.003374621748616574,-0.03009157861964415,-0.005640599813824345,0.17705190315126804,0.15897208699324175,0.23371510372076326,-0.017863774395252423,3.490864645151776,4.243239596758316,3.8663955160440078,4.83706139803517,0.15694764127813457,1.8468140851692545,2.3255058313436785,2.3652815112845533,5.305568655314866,6.7690404840347,5.208471068595725,1.0590529725357318,0.16301995766332628,0.28225913370032574,5.411106910626072,0.0033785839206293754,0.004045911354091539,0.0025549066203091374,0.014440466054808547,0.013069701975455915,0.019574429613492775,0.009949802410731996,0.008162957064475245,0.0002847132898614707,0.007590922688276015,0.007758696654844751,0.013620595894796595,0.014063465662370406,0.029753255630905917,0.03350143679060237,0.0,0.0,0.09838663911323708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.759452409180614,26.557919192313264,104.0496483219998,51.57110308135078,20.75130719296185,12.574091645167492,16.320452877700795,9.773831534993535,5.819505984717147,5.9757113008941225,13.43230544895079,6.284150399053284,0.6345627754665791,7.201964972933157,53.34829241712895,1.4848733429343226,9.50810503228301,8.987237013803819,2.1252267393171898,4.564658539129649,6.057680746299177,6.707178258711388,9.315837088367054,0.41940655158255913,1.260398922639829,2.218957387511843,3.3370307111174813,0.49811705976576437,0.5621354926089777,0.5853320782879067,0.26347777734042516,0.0029869072272680963,3.1294428335720194e-05,0.002400134084194742,2.2994561548220407,0.4952389124775906,0.2573953400752335,4.987078869782402e-05,0.5603212298982614,3.928371348745994,1.2732274182695749,0.5485909588363146,1.5253585947364737e-09,29.96215484095144,1.5734259611522223e-05,0.0014859499216197225,0.6251363247231584
99708f75,42.93147214135569,0.8,0.024895323971552114,0.05756911405452745,0.10304201601892526,-0.003425106310911752,14.958925964310104,7.903437798580594,5.297290078669754,14.690822384804857,0.011216109221677732,3.734954359089345e-05,0.031289915961046605,0.05703792115989323,0.03046243929532303,0.05210514269032529,0.06262204610374159,0.08508682812871989,0.07206319689672296,0.10692916338223184,0.10021859177267523,0.13295711202407104,0.011367265888791118,0.004509558969029832,-0.026152143790556207,3.0502690786918527,5.950176798295898,2.711412579789122,3.247067507533231,2.0090741720778094,1.4542297075496886,2.125357154052636,2.31477676490046,0.6377942541909273,0.878558054718131,2.0173218763839165,1.7636158933767787,4.238197112035416,4.853620250598561,5.599005022170882,0.013920081730380634,0.009739320897713346,0.026643863602937478,0.04695347245011316,0.0054870165307097825,0.0062061253532979255,0.017723159233391034,0.008851209715889107,0.001765826395041429,0.0014504451074763731,0.006027357413012657,0.0051046937037279,0.009943815571469193,0.0014861878833714005,0.001281930000958493,0.0,0.0,0.05981113757497109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3640541780223,49.91008928064061,11.366960530598037,164.28086888900958,4.758315054392609,3.974793937262378,4.19087540636365,27.83949009825832,1.827528603079584,7.314899163193355,10.421775129316753,11.727180309405979,7.800107456459702,5.200653379587793,6.4927427921294365,8.67717126816769,13.48070711649082,12.765216749120675,11.438109324202696,9.647017321093726,12.158212808696408,8.983893452802716,7.276356196462187,2.80599303409528,3.3397231627194035,4.168048242523368,4.419342755574634,1.816450643170772,1.704060737769636,1.7446311828461214,0.04932729679313601,0.004843636865001868,2.657076593341943e-05,0.005111987721805274,1.3896719004141753,0.477093796141619,0.4014117195598171,0.00010891165188573505,0.5185045227854314,4.643064249402614,0.9559818032043481,1.0813963557349333,6.26348186996608e-10,30.377012311506398,1.1373790587013902e-05,0.002563014383677154,0.686954333428952
890b9d04,7.891726325069304,0.8,0.10011691270315988,0.11945773285745712,0.2677963378558743,0.2557401208698156,3.958073583763792,1.3813103938076465,2.145093394382181,0.2787972206544807,0.03336198492995518,0.08792550674708267,0.15707170542938514,0.12210845370621655,0.06458976317436703,0.10413254571315367,0.10761994697585964,0.20148867556644812,0.0823972448991143,0.14697576824607228,0.3861787515665252,0.45563358671178555,0.1395042791403133,0.26621916831288983,0.36149691515624377,0.60691167370201,2.272855451067734,0.5944605885984832,0.48384587039556515,0.2501782448848223,0.031836406173686785,0.8031380446783069,0.2961576980708307,0.35108002856715087,0.2033269525007422,0.8235023020809998,0.7671841112332879,0.0034091430428123226,0.08381347865808557,0.1915745989535828,0.0008114153699106872,0.006252240558264596,0.005615618617761064,0.008666774683539562,0.0030731573809043523,0.01583567577235046,0.0031868467195992727,0.00954646046537323,0.0017945115250982621,0.0012827688194318348,0.0032550278409411533,0.005426836780900121,0.000544492791018063,0.006268368077632251,0.00240367314599477,0.0,0.062433220499982824,0.07179752845891822,0.12376420148838067,0.0,0.0,0.0022983577409690847,0.02012684641128036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.19240195234532,179.6716691291505,1.740698006728022,105.8064878085095,1.2360960368337368,0.35983679474766544,6.3328985901124035,5.17217266812587,0.8397381571357012,1.4074187534567393,3.2528006295490806,0.5142494173012029,1.3522724689477215,2.273554780315116,2.0270640981313672,5.061230805615128,33.18193380099185,39.83233941008259,33.669740705904964,10.530634000125282,15.550601441044023,14.829617608385265,19.44037283638668,2.50793049106798,1.481638381939002,2.304615962962235,6.47890978521312,0.5912533174244801,1.0743844695758145,1.8534321591072551,0.21451544075086834,0.004939351319301235,4.783058810950112e-05,0.004414451955460816,2.6178217786733384,0.680218110947124,0.5217234247006505,0.0001941396491752133,0.4103188547415828,4.473376064607146,0.6645946149139248,1.4780227004254722,1.108149836248285e-09,29.599022002395785,8.093053123092136e-06,0.0019313266458459578,0.8470036409185638
941298f5,1000000.0,0.8,0.2904046245288581,0.25863685978329654,0.2820355840312785,0.28355187831357914,92.40502833119649,20.327842043733664,20.527896895415886,0.17336039543653212,0.022557101620547193,0.1598388637062217,0.22867946795173152,0.7505430648369321,0.03915431534453027,0.1297973154589739,0.13307782991701614,0.7325179784126659,0.07306699719530536,0.10920611119171755,0.18450044620860592,0.7613687815294852,0.12291366269382747,0.26992844554758344,0.4578135266993266,1.5649304392934413,2.1026492719813823,6.094867467691144,82.64258115223052,1.4016851452534316,0.1938058125954398,1.8801595623078244,16.85219152357697,0.6063859020453218,0.827584137019027,2.3237106170973503,16.770216239254186,0.10034404745117345,0.06884577671932783,0.00417057126603085,0.004728925861042852,0.009410326720183132,0.006045357334827996,0.16750085422382036,0.009465051698672866,0.0011176799736532027,0.007809225979556934,0.0781320570691322,0.005940512601854387,0.002700561643857052,0.010595464638860297,0.06803231223070025,0.001986083656927686,0.0028609632609744215,0.005123845141672359,0.0,0.08423574513687881,0.0760596442711909,0.06567394263471404,0.0,0.08482175080621614,0.0869456526160236,0.06565189840411269,0.0,0.0,0.06105420431230713,0.06531633435196162,0.0,0.0,0.0,1.915313234715023,176.39337394367394,175.25967771752886,34.20391580320385,0.8014947037169058,0.666310178185856,168.81670554171856,100.519659248137,0.8259355386336915,1.5438450772217975,175.59547478386207,7.571640294196704,1.2818994338216385,0.4316581749214061,1.5215581548740778,9.34282845585162,49.89353452363482,50.82370292278571,43.60258110640465,11.294717838293364,40.80828826447538,45.7753676343704,43.57954969763348,3.4294994711637865,8.386231912953855,36.58324257971666,43.769529495940574,0.24539561716150624,0.8827863013823398,3.6750906752458956,0.134236981124164,0.0038604339261470713,3.497301373749832e-05,0.0026792123185894476,2.306708763394003,0.38926302751638625,0.7946899605572848,0.00047312350458394883,0.7897448913738915,4.344629848931351,0.960820581145157,0.9485464595132627,3.8112040180769725e-09,29.413559479707793,5.195141812209782e-05,0.0030135680907889886,0.8745300990942091
9e9f8623,32.851249977015286,0.8,0.041990389893363185,0.06553750781792944,0.10397482542842763,0.0016557000847960298,7.395065013043221,6.260936371944312,5.128521804692728,13.965855048268473,0.03343988519830942,0.037142015735413876,0.04237414141625623,0.055005517223473216,0.05013456905177981,0.05890319478945144,0.06735490466586265,0.08575736276462384,0.09115230168344227,0.09970303728040845,0.12416792749058386,0.10087603525927596,0.026604283761919898,-0.014940831567212374,-0.006696351940319435,0.6021296404913323,2.7143104077393216,2.067365119454731,2.011259845357836,0.7899377379778223,1.1481806173989664,2.0470503314662185,2.2757676851013047,0.17460449636327208,1.051050152451751,1.5014498000871854,2.4014173557905196,3.314749823712027,5.500913224758119,5.150191999798326,0.010104797264355196,0.005196912363693303,0.007702947851360837,0.0078035090463752285,0.004493693410437061,0.0037770359181375154,0.016081991220870413,0.010400659101070665,0.0013898141146524935,0.007208813137283057,0.009076119921461723,0.023121913129108308,0.012923158102437828,0.007490413097229334,0.009073823373856411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7619824936005295,21.019251906088478,14.159425219777033,20.90951891582356,1.3126873785418827,6.234002978791353,9.631069755892232,11.92204222755507,1.3688521498183162,1.0709425387003242,5.763674347580799,6.173439490418836,19.270837086025068,15.354060298737291,17.8761503664296,9.35772686530067,15.232608641340503,14.283225886885308,13.50064069410684,8.728273143812988,9.343533828016927,12.422880665489034,14.534024860758903,4.49541804148511,6.338269048468694,9.27544943700954,11.087260492905633,9.639352918590417,8.365424453265272,10.228923905005104,0.14922606813745265,0.002219921954800043,3.0451080579845958e-05,0.0014691051576507302,7.907404035901833,0.2011949152635813,0.3221548875685233,0.0006886266801475072,0.3762456777268584,4.427907477859987,0.8305355282861084,1.0433389710444492,4.930088339870891e-10,30.139929603303894,4.8128875613424524e-05,0.0016128483447042333,0.4585016620372501
4510e200,10.10129222971177,0.8,0.054066957763309186,0.13548311085000397,0.19320474983791064,0.3230142606431901,4.866192632219211,2.108614881925141,2.239923618430859,0.7144053402388532,0.034767036167140254,0.0636885870290796,0.06832018755109913,0.04949202030591774,0.05692460360009857,0.0776977624240075,0.1010507268584573,0.3062593505174525,0.06822893657684904,0.12900026259419936,0.16936104980232902,0.4062287503782651,0.19610033520310588,0.3284887484075625,0.444453698318902,0.5151312549340682,1.2307732846312274,0.9007031914755599,2.2195849011783557,0.49870707300149963,0.49009103405932586,0.9570030614092202,0.16281371345509554,0.765886175636578,0.4481721303859795,0.7360091206228501,0.2898561917854516,0.682447685072784,0.02760629597260975,0.004351359193459426,0.0031428894003180806,0.0020528848575322935,0.007770885255038331,0.0011896018574680054,0.0023291839911643427,0.014856331418203958,0.028669133692035196,0.014824521134362821,0.004162525554025896,0.0076461775624766855,0.007989058887701553,0.0052305875633838275,0.0015641080694234926,0.007918862398661658,0.017024729724302183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0358498636363187,3.8213369419625045,11.483497453762833,1.0695876999436829,2.6424904605159556,11.25025892039571,11.137054732180799,10.089408823773349,1.205697099174429,2.6704075242352214,3.640562851416922,2.0188247695582993,0.532549309874837,1.4142167400326189,1.7991268248391101,4.387894459672919,8.580484588242305,10.694015391464971,5.555173211205365,4.454126580103435,7.997391370526197,6.0904965464056255,3.0870620443392403,1.8623118825114422,2.5003927510514417,2.438288283150232,1.443276333020564,0.431020946160182,0.6261400017739974,1.1150324953498336,0.16507051483374596,0.004527753077465501,1.4856655200881952e-05,0.008432567317268703,1.7287053857013757,0.5868521599577414,0.1250655481209096,0.00015182684031253793,0.7289237555782117,4.082754102907424,0.6636231501349696,0.5820640022393914,6.368985168585164e-10,30.008480295178703,1.371245704905322e-05,0.0031362453932536867,0.6385102144727843
121101b1,1000000.0,0.8,0.05721761741819746,0.1658913666465848,0.16307320165271813,0.27631145484265524,1000004.5236495618,10.608033390429311,4.890808420909675,0.11446136307663304,0.015477575442793807,0.09873057709154281,0.11466231713845322,0.0,0.03194214230379837,0.0930806463293793,0.0859108535611677,0.45263182439199384,0.05458598161545938,0.0811484297301703,0.1567546057738637,0.35980378949137914,0.13647323526326155,0.2642691103711037,0.4281920188936005,2.433957046190144,1.983684443990894,0.10600807160464956,1000000.0,1.8978979547487276,1.8172154046072209,2.887573581548318,4.005346449525044,1.3162155674804057,1.5636112294038744,0.9217580932042876,1.0892235308211067,0.011036345384796586,0.09234920251375893,0.011075815178077526,0.0008853403560338232,0.011501482524057506,0.013024742444714379,0.0,0.0035172630834967083,0.010307544148318784,0.02272993359282854,0.3868533563552775,0.000499215635461754,0.0006374224100691578,0.0019681493331443413,0.06755095528403092,0.0006599062593636534,0.003378174719813878,0.0028408496867828575,0.0,0.09574755714299264,0.09800864268623712,0.0,0.0,0.09840028732124906,0.08837931411159489,0.07054659315484896,0.0,0.0,0.0,0.072159185268658,0.0,0.0,0.0,3.313862494279653,174.22248487053798,35.71300682126292,0.0,0.9137469298347753,177.63434192384454,178.36144680798947,107.32033361620536,1.4209435532677754,1.4748328046891366,0.8670039803112739,147.5025121756019,0.6797483875859619,1.0681258750434146,1.3119051259712369,6.219245644179028,47.54118245916844,38.62859756645788,0.0,12.187484615804062,34.35650788435335,38.07744950953271,45.85699700822995,1.931688241473164,2.5628046720473225,6.955288909045467,49.8642933993373,0.24771595478016573,0.2148249323831835,0.5409104957333948,0.09750186247291713,0.00719146319941653,2.304364526994069e-05,0.0018230837701202504,3.419716740684844,0.5629487957756069,0.1552172646340501,0.0003539329106136858,0.2057608261150895,5.034978605369599,0.7891177230246316,1.2348257653794608,2.6333020864792083e-09,30.065720254051076,2.31021094431456e-05,0.0015367009867594415,0.6307711664738713
178c1aa6,62.20390245489735,1.6,-0.003717702012706176,0.06495478636267414,0.10722785171134992,-0.05210773941791555,25.564806480497538,6.368691320319261,4.982796989507076,25.01652669181765,-0.020423432338995892,-0.017143354570637096,-0.005678021913745262,0.028374000772553545,0.048317249767226594,0.06909634359397292,0.07933355887924988,0.06307199321024715,0.08585842635914007,0.08878507563365447,0.11463399175694597,0.13963391309565915,-0.060074984133036434,-0.06662483883396987,-0.029623395286740347,9.785515892690748,7.01028826702384,5.490288853584745,3.2787134671982034,0.8813937181183266,0.7578001323662715,1.5605546893617634,3.1689427804728996,0.2740792837183704,1.3403535952393562,1.6988866070449131,1.6694775035044365,10.298386805074395,7.4196302867576325,7.29850959998562,0.011148318664044797,0.007883323935561579,0.012462439807243422,0.03156122188416256,0.01161092992119827,0.013625948583893863,0.020938029041266314,0.0296566719071046,0.002689025369256649,0.004657269012890481,0.01565778193242138,0.056661370347783804,0.023449860432913732,0.026780300622726037,0.04792706298298085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.65659695337829,155.098236058475,26.82112418491936,17.70965553836818,56.08179382385283,13.441490860169836,4.948301716949343,18.318530077497673,2.0400756065068757,4.385722550675723,4.87445531807353,2.0851880122243776,62.489147959811284,43.16349350563069,173.838724957642,7.445317293576198,7.6366753743853915,7.957426981520795,8.268498650623421,5.246915450679118,6.714174425876014,6.90671249516624,6.820067098499599,2.9299766676198957,3.2378429148179686,3.323207414539919,3.25615638210916,3.021309837490277,2.6524851313236653,2.970335735107848,0.13478187589803214,0.006533339548513059,4.291459802270833e-05,0.0036635146817298766,2.1577451466982454,0.6600267596079852,0.6791292450972513,0.00014972290269739936,0.014477230149223714,4.415225568940526,1.1249306785246371,0.7018101744249556,3.1906781101022424e-10,30.215406079329956,9.906102395786306e-06,0.003908550766091368,0.8908446167841708
4ff12002,2.0483451212740826,1.6,0.09782148881657735,0.1415627896799829,0.2280632877544019,0.31140616228073653,0.6483347904622268,0.8258050904196073,0.441093451856987,0.08169541301577173,0.06110610875919743,0.1029934023379965,0.11410032688262935,0.11308611728648608,0.10066317127927038,0.11489268439754184,0.12175458628448468,0.22894071675863473,0.09933495550768588,0.15168045810288486,0.26626994505739476,0.394967792349642,0.16072449353150856,0.31370320380494215,0.45979078950575886,0.18717001121952864,0.17146289698112335,0.007673512450031271,0.2820283698115435,0.22027925610361757,0.0012752379742646263,0.5186748916999065,0.08557570464181853,0.0648640269968625,0.15506450956686155,0.005388551705021567,0.21577636358824137,0.07492061157356594,0.003384039497514875,0.0033907619446909105,0.0006937131366488379,0.001182884115929316,0.003999258468765802,0.004744388051399097,0.00029277390313879815,0.0009227805551624019,0.0018004777093072748,0.009286857435636111,0.0013269093476981867,0.0016085490941436433,0.008575927442323862,0.0115959823917427,0.002513136162912336,0.0009078170678057189,0.005237607435837975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4978322152082773,1.705849389423621,2.8748083881653725,4.378573798685072,1.4438628916568492,1.8925797703145102,4.0230602291866475,1.168929514732194,1.0742852975083863,1.208528745668717,0.9611090581673655,1.0882499634491882,1.3970774453061483,0.6372352739379494,1.3727092498758162,2.171788478344081,7.636429866941842,11.005349828066162,9.387784470416053,2.071291095638415,5.444829422683191,5.528109484564153,5.749482322321653,1.2776624517549593,1.4704765190958404,1.5217257903583972,3.0778875525895724,0.03292498232851982,0.04078703388222396,0.1548852459296689,0.5372741095409609,0.003931590138210536,1.0475286040004895e-05,0.0017985653349719324,2.3967586640118284,0.6376317342080031,0.2768158504374861,4.993468551916721e-05,0.9288306687276997,4.479221341881138,0.5076462823731946,1.3160962598015047,7.139667439062542e-10,29.763353333185023,6.736437907933114e-06,0.0016954966290680348,0.737913332289728
