id,cost,elapsed_min,velocity_scene1,velocity_scene2,velocity_scene4,cost_scene1,cost_scene2,cost_scene4,velocity_scene1_f10,velocity_scene1_f30,velocity_scene2_f10,velocity_scene2_f30,velocity_scene2_f50,velocity_scene4_f10,velocity_scene4_f30,cost_scene1_f10,cost_scene1_f30,cost_scene2_f10,cost_scene2_f30,cost_scene2_f50,cost_scene4_f10,cost_scene4_f30,lateral_scene1_f10,lateral_scene1_f30,lateral_scene2_f10,lateral_scene2_f30,lateral_scene2_f50,lateral_scene4_f10,lateral_scene4_f30,tumble_scene1_f10,tumble_scene1_f30,tumble_scene2_f10,tumble_scene2_f30,tumble_scene2_f50,tumble_scene4_f10,tumble_scene4_f30,yaw_scene1_f10,yaw_scene1_f30,yaw_scene2_f10,yaw_scene2_f30,yaw_scene2_f50,yaw_scene4_f10,yaw_scene4_f30,sliding_friction,torsional_friction,rolling_friction,solref_timeconst,solref_dampratio,solimp_dmin,solimp_delta_d,solimp_width,solimp_midpoint,solimp_power,magnetic_moment_fudge,magnetic_field_fudge,dof_damping,noslip_iterations,noslip_tolerance,margin,solimp_dmax
04a3f7e5,26.582091899688706,1.5,0.010077288749928179,0.012055109050876882,0.015213785815546301,7.492553668967846,11.48511895515724,7.599132311217533,0.0026047163601332136,0.017549861139723143,0.011523430045442441,0.017611641167051894,0.007030255940136316,0.010015546617170887,0.020412025013921715,4.411563991527106,3.0809896774407393,3.3976010183100938,3.727040204382628,4.360477732464519,3.899110328141458,3.7000219830760748,0.00230529826313472,0.0062992607195954085,0.00351936685174031,0.006111692423204073,0.007715221217504805,0.0036179353629019,0.006468943011618435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.878507671927469,9.557825900618239,6.4854251455622425,1.0731370928128552,31.024111195194024,0.9935549800379074,6.4449398919442755,0.14022059295296876,0.00021830822270529858,1.0145846002150316e-06,0.0009396320009878933,3.284143020546289,0.32025540165820615,0.01036838592800876,1.403453836783671e-05,0.8632409928398613,5.502068488155826,0.5101953004162368,1.4539686822391746,6.567808677780874e-10,0.00153568034909647,1.2878501021637004e-06,0.00025376366414582726,0.32730221914770036
63a60638,12.947306637785768,1.5,0.04276945817595222,0.03076431224494171,0.050611306492873716,1.6584171042145108,7.995695442669214,3.0429832626785274,0.04016808898803278,0.04537082736387167,0.06768019213292045,0.009890340872568768,0.014722403729335925,0.06123859138108685,0.03998402160466058,0.020563818279821417,1.6378532859346895,0.0063448941918709985,4.262039029666661,3.727311518810682,0.40616554288124657,2.6368177197972806,0.003229950672582892,0.002625424259399993,0.007340904633447373,0.00025121877234378386,0.00520704649782855,0.002427866382599425,0.007748562459156703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711295949109516,17.340895469149512,5.097682739853106,2.406630114461032,33.73628155553056,0.9420354616994522,3.5106298174479007,1.1656275224556811,0.0001490391300615572,1.6845679337802537e-06,0.0006414890059025576,2.964652275661294,0.32375770873439064,0.35959124786420954,3.314914569042382e-06,0.9375130875431296,4.842163770038171,1.1689520146019814,0.7142742502153286,1.4544587231078303e-09,0.3363456028329652,1.0003947038708737e-06,8.6720417710332e-05,0.566892558984357
2bf910f7,20.652752030485313,1.5,0.02514085371814503,0.024006430667846735,0.025579688603772344,5.646201469717196,8.758917324257396,6.225168402442446,0.009957839706186836,0.04032386773010323,0.023010266777175305,0.03123774922925126,0.017771275997113648,0.015160750168642498,0.03599862703890219,2.949080223075111,2.6971212466420855,2.1073819949706833,2.8702227967705016,3.7813125325162114,3.3865779173432538,2.8385904850991914,0.006814101255512867,0.0038922358444484916,0.007834979446317806,0.007370068021840339,0.00707420124446119,0.0028076743694653416,0.0024694013319874145,0.0,0.007206061770731524,0.0,0.0,0.03227443580420965,0.0,0.0,4.453529128144873,174.22697961733357,3.277231407160144,13.404615607756972,29.77577692455015,7.1455953950534115,2.7854101414875,0.21822430464839604,0.00024168525158855617,1.4755409245694282e-06,0.001366291968203586,1.0816425886723366,0.30561259239841904,0.5036076273487932,7.239364585991568e-06,0.8956963804302995,5.556856670694791,0.8517063995367549,1.2470897164875323,5.972350288145707e-10,0.7512030733879209,1.0473545861295593e-06,7.693770635764852e-06,0.6552610264387957
6f327c49,9.87296445448918,1.5,0.039468211306144,0.05136794680531242,0.04190632119015759,1.3493339826380037,4.413083206270786,3.934487507089739,0.03908044366109857,0.039855978951189426,0.0632063817071876,0.07318197519385888,0.01771548351489074,0.05923571852573241,0.024576923854582763,0.0401785274875218,1.309155455150482,0.007277524557325054,0.9341009164413449,3.471704765272116,0.47559467751083484,3.458892829578904,0.0035086082029777265,0.006202579595199266,0.007531517022900523,0.0040545264146259734,0.0019424613410821468,0.0025334759779378196,0.006778211488019942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.711498419926019,8.721798523597734,1.657859936728342,1.7942588111407958,7.637021635119948,10.059643374968658,3.706705559913978,0.9490178042903924,0.0002464611612227304,2.5443093445158553e-06,0.001179860081635086,3.3751160147779564,0.5087369072039241,0.6239193324896265,1.2904475110251694e-05,0.787510712386451,5.387168485899323,0.5603192112463315,1.4762020390380477,1.0566421570662107e-09,0.0026941621269691305,1.1927386044659834e-06,1.531578887916081e-05,0.8151830562047923
921e166c,10.921507963790186,1.5,0.054253864209700964,0.07332158349156126,0.0483746797529039,2.5126712521372325,4.623834197250915,3.620182856129757,0.024556607004422172,0.08395112141497975,0.04949254396230945,0.04904216510861621,0.12143004140375811,0.048028412065492604,0.0487209474403152,0.9153999310589279,1.5972713210783045,0.30123880960902744,3.2719374402349004,1.0506579474069868,0.964787446741439,2.655395409388318,0.0029342916895157764,0.006149867507627915,0.0029316571836062806,0.0024281529251664333,0.006616913320285187,0.0007821307381856424,0.007895105352036481,0.0,0.07745338617868314,0.0,0.09894586283179833,0.06842518328883437,0.0,0.06355968085870385,0.7307534557666562,163.1740374090416,1.7881726633033674,153.04406321393296,102.99577875534017,9.26132528560086,43.177512124359,0.5938653396469283,0.0001926259070789141,1.8636636014436465e-06,0.000716078846665961,2.9740029486290127,0.21778182377318628,0.8968858683462608,3.144855012830695e-05,0.9130632509812403,5.258422270223528,0.8565451774775638,1.1142398202658617,3.634056246684298e-09,0.1122497584106828,1.6293887974728626e-06,5.7307832351392365e-05,0.919252563407766
a040ce0a,6.817165100960283,1.5,0.04768544611364016,0.05367361524783434,0.058661706815488594,0.5891442933369537,3.80469203119085,2.3264760194881386,0.031546620648713684,0.06382427157856664,0.0577010827051166,0.07923945537746432,0.024080307660922097,0.06340358059285897,0.05391983303811822,0.35115510796449334,0.23798918537246042,0.07233232835172677,0.7418523280535263,2.9905073747855972,0.3373315204510092,1.9891444990371294,0.0033490149015000916,0.00582503192370158,0.003989639516961426,0.003939899795707807,0.008015178970232613,0.0018238240158645518,0.0004082571913886679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5163544823813881,2.138823799625743,6.970816480037281,8.739968634239142,8.006304450893623,1.8129031537760023,12.60503182317059,0.660177165014265,0.00011076850125357219,1.6454970285087055e-06,0.0003926508995283372,9.80256979360518,0.03197924190656906,0.4243507953574993,4.577306022737634e-05,0.7534375353717266,5.3416998991521645,0.7262601246185152,1.2090323317970482,4.700933941933987e-10,0.5141203651854191,1.5312252635230296e-06,5.9291811299591797e-05,0.44271718544655014
295d2309,20.71680708711587,1.5,0.014755642242192925,0.02105828251406451,0.021710836586267265,5.437181440051796,8.94291374715545,6.208033707227209,0.028403237970080798,0.0011080465143050503,0.040414801165386156,0.015325790707958104,0.007434255668849271,0.03223906544786181,0.01118260772467272,0.5719942599365375,4.865187180115258,0.7366150507492573,3.8815572580056865,4.324741438400506,1.9444610720760447,4.263572635151164,0.0010174536845024918,0.0011638003912500749,0.0033094224445737183,0.0031082276736266587,0.0024548152174527302,0.004599821459763178,0.0038782406930675177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8424391927759753,22.466497161805318,9.839890292226032,10.679680269146552,10.257810717851186,13.813180397714659,11.344229802887808,0.7302731075780245,0.00022592344805305445,1.0779513640622458e-06,0.0022537904282860016,2.2287923798504226,0.41537095621454145,0.2272614559098856,1.0091939952529026e-05,0.9681436284406805,4.996546524199601,0.5593477464673764,0.7477573629919904,6.072949710158789e-10,0.38267105706022697,1.010583506613824e-06,8.043174867655574e-05,0.5482118777268381
62376cc7,11.156215003192674,1.5,0.046981378831607946,0.054606364168734024,0.04441248331305038,2.942876312287234,4.532520604306286,3.630871261695108,0.022812386015293732,0.07115037164792216,0.04389546687410019,0.06412594849435439,0.05579767713774748,0.04030779242507793,0.04851717420102283,1.0974172079031186,1.8454591043841153,0.5471878409071131,1.2984492626731763,2.686883500725996,1.4012847420356895,2.229586519659419,0.0019539294116912563,0.0030748684149551784,0.0059619318272830365,0.0013711851869817296,0.0031988185963825015,0.0026986566227558397,0.0012630592383730517,0.0,0.09586510746518849,0.0,0.01811700713497271,0.10921160381865594,0.0,0.0,1.9434225034029784,169.31378718198707,0.7062978816383723,2.421906586404179,163.73968928381066,10.517473076532513,10.32542464681117,0.43134891882088006,0.00035883585848464655,1.335740472521264e-06,0.0004872595256543328,4.408986444959185,0.39146759203240694,0.25741317242302614,2.3525943593269722e-05,0.5829526837599577,5.948771026661776,0.6848423193570383,1.4005191261320598,2.510904126724001e-09,0.43991101593259957,1.0456134813061756e-06,7.498906888168558e-05,0.548086108372326
b7f97fa7,33.64303804284666,1.5,-0.0003480620948031123,0.003314475973158259,0.003488989471103826,10.155459460180046,13.925623082309059,9.559981376460465,-0.000625423522481055,-7.07006671251696e-05,0.0028513197692772545,-0.00039363039979686777,0.007485738549994391,-0.0005081638341858585,0.0074861427763935106,5.14678830141499,5.008671158765056,4.574747684282778,5.030612967500666,4.320262430525615,5.059515455515962,4.500465920944503,0.0012785481958730966,0.0010230094783654454,0.0004915139466655947,0.0021876741717461036,0.005012384662245788,0.0012031969635618077,0.0007992719846705207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.80727486296969,5.000226876286623,2.2056677839945737,4.731705351172752,7.61608252958334,4.632639528926818,9.171057618780429,0.6664135531642338,3.027875400180285e-05,1.4964989558613473e-06,0.0014584999808358245,2.037110682234687,0.14612389035534773,0.34197500932470876,1.8366854003465086e-05,0.4755298991079314,5.797094346895813,0.5406293156892414,1.4771503212064916,5.686323847901868e-10,0.5933264370989797,1.0364537958570304e-06,0.000664759815879516,0.4380939834122913
18495968,18.774399149494563,1.5,0.04060605142263203,0.026133525937076792,0.01111575116451014,2.7755959680762525,7.90826141295898,7.934412593262008,0.024755889615673796,0.05645621322959026,0.04884112652002684,0.009804728250671874,0.019754723040531667,0.014515758607030771,0.007715743721989508,0.8955824762523203,1.8800134918239322,0.3260789856934348,4.268198375147229,3.313984052118317,3.4488417654081256,4.485570827853883,0.003260430207606006,0.000323554622442867,0.0029220825039780085,0.00022269477341619725,0.007309528177908959,0.0009686103249386367,0.0016458099706795283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1736839523740379,3.501700526747057,3.1047062595022346,0.45440622965638744,5.753218742485496,2.034797114430356,1.71995229958066,0.5699116350344764,0.00010213287752465821,1.0004425002952198e-06,0.0005146071063067759,9.559406086145298,0.14063604342370106,0.49504978193195787,3.765900081385004e-05,0.4853505896900634,5.476152986666885,0.9925000946455562,1.1069374565604309,1.2308295596813306e-09,0.32443129919307057,1.128933072914043e-06,0.0004930937853488697,0.5660144777487892
